#This file was generated by RegrexTextFilter with ser7ToTime.xml. 
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
20091224, 55189, 34,  0.100
20091225, 55190, 34,  0.099
20091226, 55191, 34,  0.098
20091227, 55192, 34,  0.097
20091228, 55193, 34,  0.096
20091229, 55194, 34,  0.095
20091230, 55195, 34,  0.094
20091231, 55196, 34,  0.094
20100101, 55197, 34,  0.093
20100102, 55198, 34,  0.092
20100103, 55199, 34,  0.091
20100104, 55200, 34,  0.089
20100105, 55201, 34,  0.088
20100106, 55202, 34,  0.086
20100107, 55203, 34,  0.085
20100108, 55204, 34,  0.084
20100109, 55205, 34,  0.083
20100110, 55206, 34,  0.082
20100111, 55207, 34,  0.081
20100112, 55208, 34,  0.081
20100113, 55209, 34,  0.081
20100114, 55210, 34,  0.080
20100115, 55211, 34,  0.080
20100116, 55212, 34,  0.079
20100117, 55213, 34,  0.078
20100118, 55214, 34,  0.077
20100119, 55215, 34,  0.076
20100120, 55216, 34,  0.075
20100121, 55217, 34,  0.074
20100122, 55218, 34,  0.073
20100123, 55219, 34,  0.072
20100124, 55220, 34,  0.071
20100125, 55221, 34,  0.070
20100126, 55222, 34,  0.070
20100127, 55223, 34,  0.069
20100128, 55224, 34,  0.068
20100129, 55225, 34,  0.067
20100130, 55226, 34,  0.066
20100131, 55227, 34,  0.065
20100201, 55228, 34,  0.063
20100202, 55229, 34,  0.062
20100203, 55230, 34,  0.060
20100204, 55231, 34,  0.059
20100205, 55232, 34,  0.057
20100206, 55233, 34,  0.057
20100207, 55234, 34,  0.056
20100208, 55235, 34,  0.055
20100209, 55236, 34,  0.055
20100210, 55237, 34,  0.054
20100211, 55238, 34,  0.054
20100212, 55239, 34,  0.053
20100213, 55240, 34,  0.052
20100214, 55241, 34,  0.051
20100215, 55242, 34,  0.050
20100216, 55243, 34,  0.049
20100217, 55244, 34,  0.047
20100218, 55245, 34,  0.046
20100219, 55246, 34,  0.045
20100220, 55247, 34,  0.044
20100221, 55248, 34,  0.043
20100222, 55249, 34,  0.042
20100223, 55250, 34,  0.041
20100224, 55251, 34,  0.040
20100225, 55252, 34,  0.040
20100226, 55253, 34,  0.038
20100227, 55254, 34,  0.037
20100228, 55255, 34,  0.035
20100301, 55256, 34,  0.033
20100302, 55257, 34,  0.031
20100303, 55258, 34,  0.030
20100304, 55259, 34,  0.028
20100305, 55260, 34,  0.027
20100306, 55261, 34,  0.026
20100307, 55262, 34,  0.025
20100308, 55263, 34,  0.024
20100309, 55264, 34,  0.024
20100310, 55265, 34,  0.023
20100311, 55266, 34,  0.022
20100312, 55267, 34,  0.021
20100313, 55268, 34,  0.019
20100314, 55269, 34,  0.018
20100315, 55270, 34,  0.017
20100316, 55271, 34,  0.015
20100317, 55272, 34,  0.014
20100318, 55273, 34,  0.012
20100319, 55274, 34,  0.011
20100320, 55275, 34,  0.010
20100321, 55276, 34,  0.008
20100322, 55277, 34,  0.007
20100323, 55278, 34,  0.006
20100324, 55279, 34,  0.005
20100325, 55280, 34,  0.004
20100326, 55281, 34,  0.002
20100327, 55282, 34,  0.000
20100328, 55283, 34, -0.001
20100329, 55284, 34, -0.003
20100330, 55285, 34, -0.006
20100331, 55286, 34, -0.008
20100401, 55287, 34, -0.010
20100402, 55288, 34, -0.012
20100403, 55289, 34, -0.013
20100404, 55290, 34, -0.015
20100405, 55291, 34, -0.016
20100406, 55292, 34, -0.017
20100407, 55293, 34, -0.018
20100408, 55294, 34, -0.019
20100409, 55295, 34, -0.021
20100410, 55296, 34, -0.022
20100411, 55297, 34, -0.023
20100412, 55298, 34, -0.025
20100413, 55299, 34, -0.026
20100414, 55300, 34, -0.027
20100415, 55301, 34, -0.028
20100416, 55302, 34, -0.029
20100417, 55303, 34, -0.030
20100418, 55304, 34, -0.031
20100419, 55305, 34, -0.032
20100420, 55306, 34, -0.032
20100421, 55307, 34, -0.033
20100422, 55308, 34, -0.034
20100423, 55309, 34, -0.035
20100424, 55310, 34, -0.037
20100425, 55311, 34, -0.039
20100426, 55312, 34, -0.040
20100427, 55313, 34, -0.042
20100428, 55314, 34, -0.043
20100429, 55315, 34, -0.044
20100430, 55316, 34, -0.045
20100501, 55317, 34, -0.045
20100502, 55318, 34, -0.046
20100503, 55319, 34, -0.046
20100504, 55320, 34, -0.047
20100505, 55321, 34, -0.047
20100506, 55322, 34, -0.048
20100507, 55323, 34, -0.049
20100508, 55324, 34, -0.049
20100509, 55325, 34, -0.050
20100510, 55326, 34, -0.051
20100511, 55327, 34, -0.051
20100512, 55328, 34, -0.052
20100513, 55329, 34, -0.052
20100514, 55330, 34, -0.052
20100515, 55331, 34, -0.052
20100516, 55332, 34, -0.052
20100517, 55333, 34, -0.052
20100518, 55334, 34, -0.053
20100519, 55335, 34, -0.053
20100520, 55336, 34, -0.053
20100521, 55337, 34, -0.054
20100522, 55338, 34, -0.055
20100523, 55339, 34, -0.056
20100524, 55340, 34, -0.057
20100525, 55341, 34, -0.058
20100526, 55342, 34, -0.058
20100527, 55343, 34, -0.059
20100528, 55344, 34, -0.059
20100529, 55345, 34, -0.059
20100530, 55346, 34, -0.059
20100531, 55347, 34, -0.058
20100601, 55348, 34, -0.058
20100602, 55349, 34, -0.058
20100603, 55350, 34, -0.058
20100604, 55351, 34, -0.058
20100605, 55352, 34, -0.059
20100606, 55353, 34, -0.059
20100607, 55354, 34, -0.059
20100608, 55355, 34, -0.059
20100609, 55356, 34, -0.059
20100610, 55357, 34, -0.059
20100611, 55358, 34, -0.059
20100612, 55359, 34, -0.058
20100613, 55360, 34, -0.058
20100614, 55361, 34, -0.058
20100615, 55362, 34, -0.058
20100616, 55363, 34, -0.058
20100617, 55364, 34, -0.059
20100618, 55365, 34, -0.060
20100619, 55366, 34, -0.060
20100620, 55367, 34, -0.061
20100621, 55368, 34, -0.062
20100622, 55369, 34, -0.062
20100623, 55370, 34, -0.062
20100624, 55371, 34, -0.062
20100625, 55372, 34, -0.061
20100626, 55373, 34, -0.061
20100627, 55374, 34, -0.061
20100628, 55375, 34, -0.060
20100629, 55376, 34, -0.060
20100630, 55377, 34, -0.060
20100701, 55378, 34, -0.060
20100702, 55379, 34, -0.060
20100703, 55380, 34, -0.061
20100704, 55381, 34, -0.061
20100705, 55382, 34, -0.061
20100706, 55383, 34, -0.060
20100707, 55384, 34, -0.060
20100708, 55385, 34, -0.060
20100709, 55386, 34, -0.059
20100710, 55387, 34, -0.059
20100711, 55388, 34, -0.058
20100712, 55389, 34, -0.058
20100713, 55390, 34, -0.058
20100714, 55391, 34, -0.058
20100715, 55392, 34, -0.059
20100716, 55393, 34, -0.059
20100717, 55394, 34, -0.060
20100718, 55395, 34, -0.060
20100719, 55396, 34, -0.060
20100720, 55397, 34, -0.060
20100721, 55398, 34, -0.060
20100722, 55399, 34, -0.059
20100723, 55400, 34, -0.059
20100724, 55401, 34, -0.058
20100725, 55402, 34, -0.058
20100726, 55403, 34, -0.058
20100727, 55404, 34, -0.058
20100728, 55405, 34, -0.058
20100729, 55406, 34, -0.058
20100730, 55407, 34, -0.058
20100731, 55408, 34, -0.058
20100801, 55409, 34, -0.058
20100802, 55410, 34, -0.059
20100803, 55411, 34, -0.059
20100804, 55412, 34, -0.059
20100805, 55413, 34, -0.059
20100806, 55414, 34, -0.059
20100807, 55415, 34, -0.059
20100808, 55416, 34, -0.059
20100809, 55417, 34, -0.059
20100810, 55418, 34, -0.060
20100811, 55419, 34, -0.061
20100812, 55420, 34, -0.062
20100813, 55421, 34, -0.063
20100814, 55422, 34, -0.064
20100815, 55423, 34, -0.065
20100816, 55424, 34, -0.065
20100817, 55425, 34, -0.065
20100818, 55426, 34, -0.064
20100819, 55427, 34, -0.064
20100820, 55428, 34, -0.064
20100821, 55429, 34, -0.063
20100822, 55430, 34, -0.063
20100823, 55431, 34, -0.063
20100824, 55432, 34, -0.063
20100825, 55433, 34, -0.064
20100826, 55434, 34, -0.064
20100827, 55435, 34, -0.064
20100828, 55436, 34, -0.064
20100829, 55437, 34, -0.064
20100830, 55438, 34, -0.064
20100831, 55439, 34, -0.064
20100901, 55440, 34, -0.064
20100902, 55441, 34, -0.064
20100903, 55442, 34, -0.064
20100904, 55443, 34, -0.064
20100905, 55444, 34, -0.064
20100906, 55445, 34, -0.065
20100907, 55446, 34, -0.066
20100908, 55447, 34, -0.067
20100909, 55448, 34, -0.068
20100910, 55449, 34, -0.070
20100911, 55450, 34, -0.071
20100912, 55451, 34, -0.071
20100913, 55452, 34, -0.072
20100914, 55453, 34, -0.072
20100915, 55454, 34, -0.073
20100916, 55455, 34, -0.073
20100917, 55456, 34, -0.073
20100918, 55457, 34, -0.074
20100919, 55458, 34, -0.074
20100920, 55459, 34, -0.075
20100921, 55460, 34, -0.075
20100922, 55461, 34, -0.076
20100923, 55462, 34, -0.077
20100924, 55463, 34, -0.077
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
